pos	ind	depth
333	ST-2.2	14
334	xaa	32
334	xab	28
334	xac	34
334	xad	22
334	ST-1.1	5
334	ST-1.2	6
334	ST-1.3	19
334	ST-2.1	7
334	ST-2.2	14
335	xaa	32
335	xab	28
335	xac	34
335	xad	23
335	ST-1.1	5
335	ST-1.2	6
335	ST-1.3	18
335	ST-2.1	7
335	ST-2.2	14
336	xaa	32
336	xab	28
336	xac	33
336	xad	23
336	ST-1.1	5
336	ST-1.2	6
336	ST-1.3	18
336	ST-2.1	7
336	ST-2.2	14
337	xaa	32
337	xab	29
337	xac	33
337	xad	23
337	ST-1.1	5
337	ST-1.2	6
337	ST-1.3	18
337	ST-2.1	7
337	ST-2.2	14
338	xaa	32
338	xab	29
338	xac	33
338	xad	24
338	ST-1.1	5
338	ST-1.2	6
338	ST-1.3	18
338	ST-2.1	7
338	ST-2.2	14
339	xaa	32
339	xab	29
339	xac	33
339	xad	26
339	ST-1.1	5
339	ST-1.2	6
339	ST-1.3	18
339	ST-2.1	7
339	ST-2.2	14
340	xaa	32
340	xab	29
340	xac	33
340	xad	26
340	ST-1.1	5
340	ST-1.2	6
340	ST-1.3	18
340	ST-2.1	7
340	ST-2.2	14
341	xaa	32
341	xab	29
341	xac	33
341	xad	26
341	ST-1.1	5
341	ST-1.2	6
341	ST-1.3	18
341	ST-2.1	7
341	ST-2.2	14
342	xaa	32
342	xab	29
342	xac	35
342	xad	26
342	ST-1.1	5
342	ST-1.2	6
342	ST-1.3	18
342	ST-2.1	7
342	ST-2.2	14
343	xaa	32
343	xab	29
343	xac	35
343	xad	26
343	ST-1.1	5
343	ST-1.2	6
343	ST-1.3	18
343	ST-2.1	7
343	ST-2.2	14
344	xaa	32
344	xab	29
344	xac	36
344	xad	26
344	ST-1.1	5
344	ST-1.2	6
344	ST-1.3	18
344	ST-2.1	7
344	ST-2.2	14
345	xaa	32
345	xab	29
345	xac	35
345	xad	24
345	ST-1.1	5
345	ST-1.2	6
345	ST-1.3	18
345	ST-2.1	7
345	ST-2.2	14
346	xaa	32
346	xab	28
346	xac	35
346	xad	23
346	ST-1.1	5
346	ST-1.2	6
346	ST-1.3	18
346	ST-2.1	7
346	ST-2.2	14
347	xaa	32
347	xab	28
347	xac	35
347	xad	23
347	ST-1.1	5
347	ST-1.2	6
347	ST-1.3	18
347	ST-2.1	7
347	ST-2.2	14
348	xaa	33
348	xab	29
348	xac	33
348	xad	23
348	ST-1.1	5
348	ST-1.2	6
348	ST-1.3	18
348	ST-2.1	7
348	ST-2.2	14
349	xaa	33
349	xab	29
349	xac	33
349	xad	23
349	ST-1.1	5
349	ST-1.2	6
349	ST-1.3	18
349	ST-2.1	7
349	ST-2.2	14
350	xaa	33
350	xab	29
350	xac	33
350	xad	24
350	ST-1.1	5
350	ST-1.2	6
350	ST-1.3	19
350	ST-2.1	7
350	ST-2.2	15
351	xaa	33
351	xab	31
351	xac	31
351	xad	22
351	ST-1.1	5
351	ST-1.2	6
351	ST-1.3	19
351	ST-2.1	7
351	ST-2.2	15
352	xaa	33
352	xab	31
352	xac	32
352	xad	23
352	ST-1.1	5
352	ST-1.2	6
352	ST-1.3	19
352	ST-2.1	7
352	ST-2.2	15
353	xaa	32
353	xab	31
353	xac	32
353	xad	23
353	ST-1.1	5
353	ST-1.2	6
353	ST-1.3	19
353	ST-2.1	7
353	ST-2.2	13
354	xaa	32
354	xab	30
354	xac	32
354	xad	23
354	ST-1.1	5
354	ST-1.2	6
354	ST-1.3	19
354	ST-2.1	7
354	ST-2.2	14
355	xaa	31
355	xab	30
355	xac	31
355	xad	23
355	ST-1.1	5
355	ST-1.2	6
355	ST-1.3	19
355	ST-2.1	7
355	ST-2.2	14
356	xaa	30
356	xab	30
356	xac	32
356	xad	21
356	ST-1.1	5
356	ST-1.2	6
356	ST-1.3	19
356	ST-2.1	7
356	ST-2.2	14
357	xaa	30
357	xab	30
357	xac	32
357	xad	21
357	ST-1.1	5
357	ST-1.2	6
357	ST-1.3	19
357	ST-2.1	7
357	ST-2.2	14
358	xaa	30
358	xab	30
358	xac	32
358	xad	21
358	ST-1.1	5
358	ST-1.2	6
358	ST-1.3	19
358	ST-2.1	7
358	ST-2.2	14
359	xaa	32
359	xab	30
359	xac	31
359	xad	21
359	ST-1.1	5
359	ST-1.2	6
359	ST-1.3	19
359	ST-2.1	7
359	ST-2.2	14
360	xaa	32
360	xab	30
360	xac	31
360	xad	22
360	ST-1.1	4
360	ST-1.2	4
360	ST-1.3	16
360	ST-2.1	7
360	ST-2.2	14
361	xaa	33
361	xab	30
361	xac	31
361	xad	22
361	ST-1.1	4
361	ST-1.2	3
361	ST-1.3	16
361	ST-2.1	7
361	ST-2.2	14
362	xaa	33
362	xab	29
362	xac	31
362	xad	22
362	ST-1.1	3
362	ST-1.2	3
362	ST-1.3	17
362	ST-2.1	8
362	ST-2.2	14
363	xaa	33
363	xab	29
363	xac	31
363	xad	22
363	ST-1.1	3
363	ST-1.2	3
363	ST-1.3	17
363	ST-2.1	8
363	ST-2.2	14
364	xaa	34
364	xab	29
364	xac	31
364	xad	22
364	ST-1.1	3
364	ST-1.2	3
364	ST-1.3	15
364	ST-2.1	8
364	ST-2.2	14
365	xaa	34
365	xab	27
365	xac	31
365	xad	22
365	ST-1.1	3
365	ST-1.2	3
365	ST-1.3	15
365	ST-2.1	8
365	ST-2.2	14
366	xaa	34
366	xab	27
366	xac	30
366	xad	22
366	ST-1.1	3
366	ST-1.2	3
366	ST-1.3	15
366	ST-2.1	8
366	ST-2.2	14
367	xaa	34
367	xab	27
367	xac	30
367	xad	22
367	ST-1.1	3
367	ST-1.2	3
367	ST-1.3	15
367	ST-2.1	8
367	ST-2.2	14
368	xaa	34
368	xab	27
368	xac	29
368	xad	21
368	ST-1.1	3
368	ST-1.2	3
368	ST-1.3	15
368	ST-2.1	8
368	ST-2.2	14
369	xaa	34
369	xab	27
369	xac	29
369	xad	21
369	ST-1.1	3
369	ST-1.2	3
369	ST-1.3	15
369	ST-2.1	8
369	ST-2.2	14
370	xaa	35
370	xab	27
370	xac	29
370	xad	22
370	ST-1.1	3
370	ST-1.2	3
370	ST-1.3	13
370	ST-2.1	7
370	ST-2.2	13
371	xaa	36
371	xab	27
371	xac	31
371	xad	22
371	ST-1.1	3
371	ST-1.2	3
371	ST-1.3	12
371	ST-2.1	7
371	ST-2.2	13
372	xaa	36
372	xab	27
372	xac	31
372	xad	22
372	ST-1.1	3
372	ST-1.2	3
372	ST-1.3	12
372	ST-2.1	7
372	ST-2.2	13
373	xaa	36
373	xab	27
373	xac	31
373	xad	22
373	ST-1.1	3
373	ST-1.2	3
373	ST-1.3	12
373	ST-2.1	7
373	ST-2.2	13
374	xaa	37
374	xab	27
374	xac	31
374	xad	22
374	ST-1.1	3
374	ST-1.2	3
374	ST-1.3	12
374	ST-2.1	7
374	ST-2.2	13
375	xaa	37
375	xab	27
375	xac	32
375	xad	22
375	ST-1.1	3
375	ST-1.2	3
375	ST-1.3	12
375	ST-2.1	7
375	ST-2.2	14
376	xaa	37
376	xab	29
376	xac	31
376	xad	24
376	ST-1.1	3
376	ST-1.2	3
376	ST-1.3	12
376	ST-2.1	7
376	ST-2.2	14
377	xaa	36
377	xab	29
377	xac	31
377	xad	24
377	ST-1.1	3
377	ST-1.2	3
377	ST-1.3	12
377	ST-2.1	7
377	ST-2.2	14
378	xaa	36
378	xab	29
378	xac	31
378	xad	24
378	ST-1.1	3
378	ST-1.2	3
378	ST-1.3	12
378	ST-2.1	6
378	ST-2.2	14
379	xaa	36
379	xab	29
379	xac	31
379	xad	23
379	ST-1.1	3
379	ST-1.2	3
379	ST-1.3	12
379	ST-2.1	6
379	ST-2.2	14
380	xaa	36
380	xab	29
380	xac	31
380	xad	23
380	ST-1.1	3
380	ST-1.2	3
380	ST-1.3	12
380	ST-2.1	5
380	ST-2.2	14
381	xaa	35
381	xab	29
381	xac	31
381	xad	23
381	ST-1.1	3
381	ST-1.2	3
381	ST-1.3	12
381	ST-2.1	6
381	ST-2.2	11
382	xaa	35
382	xab	29
382	xac	31
382	xad	23
382	ST-1.1	3
382	ST-1.2	2
382	ST-1.3	11
382	ST-2.1	6
382	ST-2.2	10
383	xaa	36
383	xab	29
383	xac	31
383	xad	22
383	ST-1.1	3
383	ST-1.2	3
383	ST-1.3	11
383	ST-2.1	6
383	ST-2.2	10
384	xaa	36
384	xab	29
384	xac	31
384	xad	22
384	ST-1.1	3
384	ST-1.2	3
384	ST-1.3	11
384	ST-2.1	6
384	ST-2.2	10
385	xaa	36
385	xab	29
385	xac	30
385	xad	22
385	ST-1.1	3
385	ST-1.2	3
385	ST-1.3	11
385	ST-2.1	6
385	ST-2.2	10
386	xaa	36
386	xab	29
386	xac	30
386	xad	21
386	ST-1.1	4
386	ST-1.2	5
386	ST-1.3	11
386	ST-2.1	8
386	ST-2.2	12
387	xaa	36
387	xab	29
387	xac	30
387	xad	21
387	ST-1.1	4
387	ST-1.2	6
387	ST-1.3	11
387	ST-2.1	10
387	ST-2.2	15
388	xaa	36
388	xab	30
388	xac	30
388	xad	21
388	ST-1.1	4
388	ST-1.2	6
388	ST-1.3	11
388	ST-2.1	10
388	ST-2.2	15
389	xaa	36
389	xab	30
389	xac	30
389	xad	21
389	ST-1.1	4
389	ST-1.2	6
389	ST-1.3	10
389	ST-2.1	10
389	ST-2.2	15
390	xaa	36
390	xab	30
390	xac	30
390	xad	21
390	ST-1.1	3
390	ST-1.2	6
390	ST-1.3	10
390	ST-2.1	10
390	ST-2.2	15
391	xaa	36
391	xab	30
391	xac	30
391	xad	21
391	ST-1.1	3
391	ST-1.2	6
391	ST-1.3	10
391	ST-2.1	10
391	ST-2.2	15
392	xaa	36
392	xab	32
392	xac	30
392	xad	20
392	ST-1.1	3
392	ST-1.2	6
392	ST-1.3	10
392	ST-2.1	10
392	ST-2.2	15
393	xaa	36
393	xab	32
393	xac	30
393	xad	20
393	ST-1.1	3
393	ST-1.2	6
393	ST-1.3	10
393	ST-2.1	10
393	ST-2.2	15
394	xaa	35
394	xab	32
394	xac	30
394	xad	20
394	ST-1.1	3
394	ST-1.2	6
394	ST-1.3	10
394	ST-2.1	11
394	ST-2.2	15
395	xaa	34
395	xab	32
395	xac	30
395	xad	20
395	ST-1.1	3
395	ST-1.2	6
395	ST-1.3	10
395	ST-2.1	11
395	ST-2.2	15
396	xaa	34
396	xab	32
396	xac	30
396	xad	20
396	ST-1.1	4
396	ST-1.2	8
396	ST-1.3	10
396	ST-2.1	11
396	ST-2.2	16
397	xaa	34
397	xab	32
397	xac	30
397	xad	20
397	ST-1.1	4
397	ST-1.2	8
397	ST-1.3	10
397	ST-2.1	11
397	ST-2.2	16
398	xaa	33
398	xab	32
398	xac	30
398	xad	20
398	ST-1.1	4
398	ST-1.2	8
398	ST-1.3	10
398	ST-2.1	12
398	ST-2.2	16
399	xaa	34
399	xab	32
399	xac	30
399	xad	20
399	ST-1.1	4
399	ST-1.2	8
399	ST-1.3	10
399	ST-2.1	12
399	ST-2.2	16
400	xaa	34
400	xab	32
400	xac	30
400	xad	20
400	ST-1.1	4
400	ST-1.2	8
400	ST-1.3	10
400	ST-2.1	12
400	ST-2.2	16
401	xaa	33
401	xab	32
401	xac	30
401	xad	20
401	ST-1.1	4
401	ST-1.2	8
401	ST-1.3	10
401	ST-2.1	12
401	ST-2.2	16
402	xaa	35
402	xab	32
402	xac	30
402	xad	20
402	ST-1.1	4
402	ST-1.2	8
402	ST-1.3	10
402	ST-2.1	12
402	ST-2.2	16
403	xaa	36
403	xab	32
403	xac	30
403	xad	20
403	ST-1.1	4
403	ST-1.2	8
403	ST-1.3	10
403	ST-2.1	12
403	ST-2.2	16
404	xaa	36
404	xab	30
404	xac	29
404	xad	19
404	ST-1.1	4
404	ST-1.2	8
404	ST-1.3	10
404	ST-2.1	12
404	ST-2.2	16
405	xaa	36
405	xab	29
405	xac	29
405	xad	19
405	ST-1.1	4
405	ST-1.2	8
405	ST-1.3	10
405	ST-2.1	14
405	ST-2.2	19
406	xaa	36
406	xab	29
406	xac	29
406	xad	19
406	ST-1.1	4
406	ST-1.2	8
406	ST-1.3	10
406	ST-2.1	14
406	ST-2.2	19
407	xaa	36
407	xab	29
407	xac	26
407	xad	19
407	ST-1.1	4
407	ST-1.2	8
407	ST-1.3	10
407	ST-2.1	14
407	ST-2.2	19
408	xaa	36
408	xab	29
408	xac	26
408	xad	19
408	ST-1.1	4
408	ST-1.2	9
408	ST-1.3	10
408	ST-2.1	15
408	ST-2.2	20
409	xaa	36
409	xab	29
409	xac	26
409	xad	19
409	ST-1.1	4
409	ST-1.2	9
409	ST-1.3	10
409	ST-2.1	15
409	ST-2.2	20
410	xaa	36
410	xab	29
410	xac	26
410	xad	17
410	ST-1.1	4
410	ST-1.2	9
410	ST-1.3	10
410	ST-2.1	15
410	ST-2.2	20
411	xaa	35
411	xab	28
411	xac	26
411	xad	17
411	ST-1.1	4
411	ST-1.2	9
411	ST-1.3	10
411	ST-2.1	15
411	ST-2.2	20
412	xaa	35
412	xab	23
412	xac	26
412	xad	17
412	ST-1.1	4
412	ST-1.2	9
412	ST-1.3	10
412	ST-2.1	15
412	ST-2.2	20
413	xaa	34
413	xab	23
413	xac	26
413	xad	17
413	ST-1.1	4
413	ST-1.2	9
413	ST-1.3	10
413	ST-2.1	15
413	ST-2.2	19
414	xaa	34
414	xab	21
414	xac	27
414	xad	17
414	ST-1.1	4
414	ST-1.2	9
414	ST-1.3	10
414	ST-2.1	15
414	ST-2.2	19
415	xaa	34
415	xab	21
415	xac	27
415	xad	16
415	ST-1.1	4
415	ST-1.2	9
415	ST-1.3	10
415	ST-2.1	15
415	ST-2.2	19
416	xaa	34
416	xab	21
416	xac	27
416	xad	16
416	ST-1.1	4
416	ST-1.2	9
416	ST-1.3	10
416	ST-2.1	15
416	ST-2.2	19
417	xaa	35
417	xab	21
417	xac	27
417	xad	16
417	ST-1.1	4
417	ST-1.2	9
417	ST-1.3	10
417	ST-2.1	15
417	ST-2.2	19
418	xaa	35
418	xab	21
418	xac	28
418	xad	16
418	ST-1.1	4
418	ST-1.2	9
418	ST-1.3	10
418	ST-2.1	15
418	ST-2.2	19
419	xaa	35
419	xab	21
419	xac	27
419	xad	16
419	ST-1.1	4
419	ST-1.2	9
419	ST-1.3	9
419	ST-2.1	15
419	ST-2.2	19
420	xaa	35
420	xab	21
420	xac	27
420	xad	16
420	ST-1.1	4
420	ST-1.2	9
420	ST-1.3	9
420	ST-2.1	15
420	ST-2.2	19
421	xaa	36
421	xab	21
421	xac	27
421	xad	16
421	ST-1.1	4
421	ST-1.2	9
421	ST-1.3	9
421	ST-2.1	15
421	ST-2.2	19
422	xaa	36
422	xab	21
422	xac	29
422	xad	16
422	ST-1.1	4
422	ST-1.2	8
422	ST-1.3	8
422	ST-2.1	14
422	ST-2.2	19
423	xaa	36
423	xab	21
423	xac	29
423	xad	16
423	ST-1.1	4
423	ST-1.2	8
423	ST-1.3	8
423	ST-2.1	13
423	ST-2.2	19
424	xaa	36
424	xab	20
424	xac	29
424	xad	16
424	ST-1.1	3
424	ST-1.2	7
424	ST-1.3	8
424	ST-2.1	13
424	ST-2.2	19
425	xaa	36
425	xab	20
425	xac	29
425	xad	16
425	ST-1.1	3
425	ST-1.2	7
425	ST-1.3	8
425	ST-2.1	13
425	ST-2.2	19
426	xaa	34
426	xab	20
426	xac	28
426	xad	16
426	ST-1.1	3
426	ST-1.2	7
426	ST-1.3	8
426	ST-2.1	13
426	ST-2.2	20
427	xaa	34
427	xab	20
427	xac	28
427	xad	16
427	ST-1.1	3
427	ST-1.2	7
427	ST-1.3	8
427	ST-2.1	13
427	ST-2.2	20
428	xaa	31
428	xab	20
428	xac	28
428	xad	16
428	ST-1.1	3
428	ST-1.2	7
428	ST-1.3	8
428	ST-2.1	13
428	ST-2.2	19
429	xaa	31
429	xab	18
429	xac	29
429	xad	16
429	ST-1.1	3
429	ST-1.2	7
429	ST-1.3	6
429	ST-2.1	13
429	ST-2.2	19
430	xaa	31
430	xab	18
430	xac	28
430	xad	16
430	ST-1.1	3
430	ST-1.2	7
430	ST-1.3	6
430	ST-2.1	13
430	ST-2.2	19
431	xaa	31
431	xab	18
431	xac	28
431	xad	16
431	ST-1.1	3
431	ST-1.2	7
431	ST-1.3	6
431	ST-2.1	13
431	ST-2.2	19
432	xaa	31
432	xab	18
432	xac	29
432	xad	16
432	ST-1.1	3
432	ST-1.2	7
432	ST-1.3	6
432	ST-2.1	13
432	ST-2.2	17
433	xaa	31
433	xab	18
433	xac	28
433	xad	16
433	ST-1.1	3
433	ST-1.2	7
433	ST-1.3	6
433	ST-2.1	13
433	ST-2.2	17
434	xaa	30
434	xab	18
434	xac	26
434	xad	16
434	ST-1.1	3
434	ST-1.2	7
434	ST-1.3	6
434	ST-2.1	14
434	ST-2.2	17
435	xaa	30
435	xab	17
435	xac	26
435	xad	16
435	ST-1.1	3
435	ST-1.2	7
435	ST-1.3	6
435	ST-2.1	14
435	ST-2.2	17
436	xaa	30
436	xab	16
436	xac	26
436	xad	16
436	ST-1.1	3
436	ST-1.2	7
436	ST-1.3	6
436	ST-2.1	14
436	ST-2.2	17
437	xaa	30
437	xab	16
437	xac	26
437	xad	16
437	ST-1.1	3
437	ST-1.2	7
437	ST-1.3	6
437	ST-2.1	14
437	ST-2.2	17
438	xaa	30
438	xab	16
438	xac	27
438	xad	18
438	ST-1.1	3
438	ST-1.2	7
438	ST-1.3	6
438	ST-2.1	14
438	ST-2.2	17
439	xaa	28
439	xab	16
439	xac	27
439	xad	18
439	ST-1.1	3
439	ST-1.2	7
439	ST-1.3	6
439	ST-2.1	14
439	ST-2.2	17
440	xaa	29
440	xab	17
440	xac	27
440	xad	18
440	ST-1.1	3
440	ST-1.2	7
440	ST-1.3	6
440	ST-2.1	14
440	ST-2.2	16
441	xaa	29
441	xab	18
441	xac	28
441	xad	17
441	ST-1.1	3
441	ST-1.2	7
441	ST-1.3	6
441	ST-2.1	14
441	ST-2.2	16
442	xaa	29
442	xab	18
442	xac	29
442	xad	18
442	ST-1.1	3
442	ST-1.2	7
442	ST-1.3	6
442	ST-2.1	14
442	ST-2.2	16
443	xaa	28
443	xab	18
443	xac	29
443	xad	18
443	ST-1.1	3
443	ST-1.2	7
443	ST-1.3	6
443	ST-2.1	14
443	ST-2.2	16
444	xaa	28
444	xab	17
444	xac	28
444	xad	17
444	ST-1.1	3
444	ST-1.2	7
444	ST-1.3	6
444	ST-2.1	15
444	ST-2.2	16
445	xaa	28
445	xab	17
445	xac	28
445	xad	17
445	ST-1.1	3
445	ST-1.2	7
445	ST-1.3	6
445	ST-2.1	15
445	ST-2.2	16
446	xaa	28
446	xab	17
446	xac	28
446	xad	18
446	ST-1.1	3
446	ST-1.2	7
446	ST-1.3	5
446	ST-2.1	15
446	ST-2.2	16
447	xaa	28
447	xab	17
447	xac	28
447	xad	18
447	ST-1.1	3
447	ST-1.2	7
447	ST-1.3	5
447	ST-2.1	15
447	ST-2.2	16
448	xaa	28
448	xab	17
448	xac	28
448	xad	18
448	ST-1.1	3
448	ST-1.2	7
448	ST-1.3	5
448	ST-2.1	15
448	ST-2.2	16
449	xaa	28
449	xab	17
449	xac	28
449	xad	18
449	ST-1.1	3
449	ST-1.2	7
449	ST-1.3	5
449	ST-2.1	15
449	ST-2.2	16
450	xaa	29
450	xab	18
450	xac	29
450	xad	18
450	ST-1.1	3
450	ST-1.2	7
450	ST-1.3	5
450	ST-2.1	15
450	ST-2.2	16
451	xaa	29
451	xab	18
451	xac	29
451	xad	18
451	ST-1.1	3
451	ST-1.2	7
451	ST-1.3	5
451	ST-2.1	15
451	ST-2.2	15
452	xaa	29
452	xab	18
452	xac	29
452	xad	18
452	ST-1.1	3
452	ST-1.2	8
452	ST-1.3	5
452	ST-2.1	15
452	ST-2.2	15
453	xaa	31
453	xab	18
453	xac	28
453	xad	17
453	ST-1.1	3
453	ST-1.2	8
453	ST-1.3	5
453	ST-2.1	15
453	ST-2.2	15
454	xaa	34
454	xab	18
454	xac	29
454	xad	19
454	ST-1.1	3
454	ST-1.2	8
454	ST-1.3	5
454	ST-2.1	15
454	ST-2.2	15
455	xaa	34
455	xab	17
455	xac	29
455	xad	19
455	ST-1.1	3
455	ST-1.2	8
455	ST-1.3	5
455	ST-2.1	15
455	ST-2.2	15
456	xaa	34
456	xab	17
456	xac	29
456	xad	19
456	ST-1.1	3
456	ST-1.2	8
456	ST-1.3	5
456	ST-2.1	15
456	ST-2.2	15
457	xaa	32
457	xab	17
457	xac	29
457	xad	19
457	ST-1.1	3
457	ST-1.2	8
457	ST-1.3	5
457	ST-2.1	15
457	ST-2.2	15
458	xaa	32
458	xab	17
458	xac	29
458	xad	19
458	ST-1.1	3
458	ST-1.2	8
458	ST-1.3	5
458	ST-2.1	15
458	ST-2.2	16
459	xaa	32
459	xab	17
459	xac	27
459	xad	19
459	ST-1.1	3
459	ST-1.2	8
459	ST-1.3	5
459	ST-2.1	15
459	ST-2.2	16
460	xaa	32
460	xab	17
460	xac	27
460	xad	19
460	ST-1.1	3
460	ST-1.2	8
460	ST-1.3	6
460	ST-2.1	15
460	ST-2.2	16
461	xaa	31
461	xab	17
461	xac	27
461	xad	19
461	ST-1.1	3
461	ST-1.2	8
461	ST-1.3	6
461	ST-2.1	15
461	ST-2.2	16
462	xaa	30
462	xab	16
462	xac	27
462	xad	20
462	ST-1.1	3
462	ST-1.2	8
462	ST-1.3	6
462	ST-2.1	15
462	ST-2.2	16
463	xaa	30
463	xab	16
463	xac	27
463	xad	20
463	ST-1.1	3
463	ST-1.2	8
463	ST-1.3	6
463	ST-2.1	15
463	ST-2.2	16
464	xaa	30
464	xab	15
464	xac	26
464	xad	20
464	ST-1.1	2
464	ST-1.2	8
464	ST-1.3	6
464	ST-2.1	15
464	ST-2.2	16
465	xaa	30
465	xab	15
465	xac	26
465	xad	20
465	ST-1.1	2
465	ST-1.2	9
465	ST-1.3	7
465	ST-2.1	15
465	ST-2.2	16
466	xaa	30
466	xab	15
466	xac	26
466	xad	20
466	ST-1.1	2
466	ST-1.2	9
466	ST-1.3	7
466	ST-2.1	15
466	ST-2.2	16
467	xaa	30
467	xab	15
467	xac	24
467	xad	20
467	ST-1.1	2
467	ST-1.2	10
467	ST-1.3	7
467	ST-2.1	15
467	ST-2.2	16
468	xaa	30
468	xab	15
468	xac	24
468	xad	20
468	ST-1.1	2
468	ST-1.2	10
468	ST-1.3	7
468	ST-2.1	15
468	ST-2.2	16
469	xaa	30
469	xab	15
469	xac	24
469	xad	20
469	ST-1.1	2
469	ST-1.2	10
469	ST-1.3	7
469	ST-2.1	15
469	ST-2.2	16
470	xaa	30
470	xab	15
470	xac	24
470	xad	21
470	ST-1.1	2
470	ST-1.2	10
470	ST-1.3	7
470	ST-2.1	15
470	ST-2.2	16
471	xaa	31
471	xab	15
471	xac	24
471	xad	21
471	ST-1.1	2
471	ST-1.2	10
471	ST-1.3	7
471	ST-2.1	15
471	ST-2.2	16
472	xaa	29
472	xab	15
472	xac	26
472	xad	21
472	ST-1.1	2
472	ST-1.2	10
472	ST-1.3	7
472	ST-2.1	15
472	ST-2.2	16
473	xaa	29
473	xab	15
473	xac	26
473	xad	21
473	ST-1.1	2
473	ST-1.2	10
473	ST-1.3	5
473	ST-2.1	13
473	ST-2.2	15
474	xaa	30
474	xab	15
474	xac	26
474	xad	21
474	ST-1.1	2
474	ST-1.2	10
474	ST-1.3	5
474	ST-2.1	13
474	ST-2.2	15
475	xaa	30
475	xab	15
475	xac	26
475	xad	21
475	ST-1.1	3
475	ST-1.2	10
475	ST-1.3	5
475	ST-2.1	13
475	ST-2.2	15
476	xaa	31
476	xab	15
476	xac	27
476	xad	21
476	ST-1.1	3
476	ST-1.2	10
476	ST-1.3	5
476	ST-2.1	13
476	ST-2.2	15
477	xaa	31
477	xab	15
477	xac	27
477	xad	21
477	ST-1.1	3
477	ST-1.2	10
477	ST-1.3	5
477	ST-2.1	13
477	ST-2.2	15
478	xaa	32
478	xab	15
478	xac	27
478	xad	22
478	ST-1.1	3
478	ST-1.2	10
478	ST-1.3	5
478	ST-2.1	13
478	ST-2.2	13
479	xaa	32
479	xab	15
479	xac	27
479	xad	22
479	ST-1.1	3
479	ST-1.2	10
479	ST-1.3	5
479	ST-2.1	13
479	ST-2.2	13
480	xaa	30
480	xab	15
480	xac	27
480	xad	23
480	ST-1.1	3
480	ST-1.2	10
480	ST-1.3	5
480	ST-2.1	13
480	ST-2.2	14
481	xaa	30
481	xab	15
481	xac	27
481	xad	23
481	ST-1.1	3
481	ST-1.2	10
481	ST-1.3	5
481	ST-2.1	13
481	ST-2.2	14
482	xaa	30
482	xab	15
482	xac	27
482	xad	21
482	ST-1.1	3
482	ST-1.2	10
482	ST-1.3	5
482	ST-2.1	12
482	ST-2.2	15
483	xaa	28
483	xab	14
483	xac	27
483	xad	23
483	ST-1.1	3
483	ST-1.2	10
483	ST-1.3	5
483	ST-2.1	12
483	ST-2.2	15
484	xaa	29
484	xab	15
484	xac	27
484	xad	23
484	ST-1.1	3
484	ST-1.2	10
484	ST-1.3	5
484	ST-2.1	12
484	ST-2.2	15
485	xaa	29
485	xab	15
485	xac	27
485	xad	22
485	ST-1.1	3
485	ST-1.2	10
485	ST-1.3	5
485	ST-2.1	12
485	ST-2.2	15
486	xaa	29
486	xab	15
486	xac	27
486	xad	22
486	ST-1.1	3
486	ST-1.2	10
486	ST-1.3	5
486	ST-2.1	12
486	ST-2.2	15
487	xaa	29
487	xab	14
487	xac	27
487	xad	22
487	ST-1.1	3
487	ST-1.2	10
487	ST-1.3	5
487	ST-2.1	12
487	ST-2.2	15
488	xaa	29
488	xab	14
488	xac	27
488	xad	22
488	ST-1.1	3
488	ST-1.2	10
488	ST-1.3	5
488	ST-2.1	12
488	ST-2.2	15
489	xaa	29
489	xab	14
489	xac	27
489	xad	21
489	ST-1.1	3
489	ST-1.2	10
489	ST-1.3	5
489	ST-2.1	12
489	ST-2.2	15
490	xaa	29
490	xab	14
490	xac	27
490	xad	21
490	ST-1.1	3
490	ST-1.2	10
490	ST-1.3	5
490	ST-2.1	11
490	ST-2.2	15
491	xaa	29
491	xab	14
491	xac	27
491	xad	20
491	ST-1.1	3
491	ST-1.2	10
491	ST-1.3	5
491	ST-2.1	11
491	ST-2.2	15
492	xaa	29
492	xab	15
492	xac	27
492	xad	20
492	ST-1.1	3
492	ST-1.2	10
492	ST-1.3	5
492	ST-2.1	11
492	ST-2.2	15
493	xaa	29
493	xab	15
493	xac	27
493	xad	20
493	ST-1.1	3
493	ST-1.2	10
493	ST-1.3	5
493	ST-2.1	11
493	ST-2.2	15
494	xaa	29
494	xab	15
494	xac	26
494	xad	20
494	ST-1.1	3
494	ST-1.2	10
494	ST-1.3	5
494	ST-2.1	11
494	ST-2.2	15
495	xaa	29
495	xab	15
495	xac	26
495	xad	20
495	ST-1.1	3
495	ST-1.2	10
495	ST-1.3	5
495	ST-2.1	11
495	ST-2.2	15
496	xaa	29
496	xab	15
496	xac	27
496	xad	20
496	ST-1.1	3
496	ST-1.2	10
496	ST-1.3	4
496	ST-2.1	11
496	ST-2.2	15
497	xaa	29
497	xab	15
497	xac	27
497	xad	20
497	ST-1.1	3
497	ST-1.2	10
497	ST-1.3	4
497	ST-2.1	11
497	ST-2.2	15
498	xaa	28
498	xab	14
498	xac	27
498	xad	20
498	ST-1.1	3
498	ST-1.2	10
498	ST-1.3	4
498	ST-2.1	11
498	ST-2.2	16
499	xaa	28
499	xab	14
499	xac	27
499	xad	20
499	ST-1.1	3
499	ST-1.2	10
499	ST-1.3	4
499	ST-2.1	11
499	ST-2.2	16
500	xaa	28
500	xab	15
500	xac	27
500	xad	20
